# Version 1.00
#
# Rohde & Schwarz ZVL6 2Ports - Version 3.20 - 1303.6509k06 SN: 100942
# Date: 2025-12-02 17:01:02
# Data & Calibration Information:
# Trc2:S12(Cal Off)
freq[Hz]	Trc2_S12[dB]	
4.495500000000000E+006	-2.291541791253536E+001	
4.502950000000000E+006	-2.240745359707010E+001	
4.510400000000000E+006	-2.193745842915966E+001	
4.517850000000000E+006	-2.148359093250205E+001	
4.525300000000000E+006	-2.104872903268403E+001	
4.532750000000000E+006	-2.063978715488002E+001	
4.540200000000000E+006	-2.026699577140244E+001	
4.547650000000000E+006	-1.988254464097436E+001	
4.555100000000000E+006	-1.952021046063334E+001	
4.562550000000000E+006	-1.919607061117985E+001	
4.570000000000000E+006	-1.886077372882882E+001	
4.577450000000000E+006	-1.854596968199593E+001	
4.584900000000000E+006	-1.825152779772916E+001	
4.592350000000000E+006	-1.795564443787152E+001	
4.599800000000000E+006	-1.768116301114343E+001	
4.607250000000000E+006	-1.741025847449928E+001	
4.614700000000000E+006	-1.715023886303028E+001	
4.622150000000000E+006	-1.689587825208531E+001	
4.629600000000000E+006	-1.664922615116626E+001	
4.637050000000000E+006	-1.641717614998371E+001	
4.644500000000000E+006	-1.619035790700491E+001	
4.651950000000000E+006	-1.597385450211592E+001	
4.659400000000000E+006	-1.575288724336085E+001	
4.666850000000000E+006	-1.555160075847530E+001	
4.674300000000000E+006	-1.534248646920643E+001	
4.681750000000000E+006	-1.514946975251033E+001	
4.689200000000000E+006	-1.495234005423072E+001	
4.696650000000000E+006	-1.476106891940211E+001	
4.704100000000000E+006	-1.458401985860867E+001	
4.711550000000000E+006	-1.441047969898728E+001	
4.719000000000000E+006	-1.423835913852820E+001	
4.726450000000000E+006	-1.406757393185660E+001	
4.733900000000000E+006	-1.389887165286919E+001	
4.741350000000000E+006	-1.374048997886992E+001	
4.748800000000000E+006	-1.357998140863146E+001	
4.756250000000000E+006	-1.343585823153014E+001	
4.763700000000000E+006	-1.328557304728335E+001	
4.771150000000000E+006	-1.314111575496134E+001	
4.778600000000000E+006	-1.299713046044506E+001	
4.786050000000000E+006	-1.285587714480629E+001	
4.793500000000000E+006	-1.272420059429135E+001	
4.800950000000000E+006	-1.258633722783150E+001	
4.808400000000000E+006	-1.245533083142957E+001	
4.815850000000000E+006	-1.233226081896613E+001	
4.823300000000000E+006	-1.220018954521433E+001	
4.830750000000000E+006	-1.207742508043040E+001	
4.838200000000000E+006	-1.195241375659562E+001	
4.845650000000000E+006	-1.184165004553710E+001	
4.853100000000000E+006	-1.172059017487559E+001	
4.860550000000000E+006	-1.160271890723874E+001	
4.868000000000000E+006	-1.149849018269901E+001	
4.875450000000000E+006	-1.138630411780130E+001	
4.882900000000000E+006	-1.127541986579730E+001	
4.890350000000000E+006	-1.117563492006824E+001	
4.897800000000000E+006	-1.106547640349860E+001	
4.905250000000000E+006	-1.097002246859603E+001	
4.912700000000000E+006	-1.087086775738012E+001	
4.920150000000000E+006	-1.076681030829788E+001	
4.927600000000000E+006	-1.067384544061299E+001	
4.935050000000000E+006	-1.057688944041174E+001	
4.942500000000000E+006	-1.048856545907560E+001	
4.949950000000000E+006	-1.039379860031826E+001	
4.957400000000000E+006	-1.030244671007297E+001	
4.964850000000000E+006	-1.021481155318169E+001	
4.972300000000000E+006	-1.013261546029091E+001	
4.979750000000000E+006	-1.004793911818488E+001	
4.987200000000000E+006	-9.964599989443038E+000	
4.994650000000000E+006	-9.882239735177286E+000	
5.002100000000000E+006	-9.804483949448258E+000	
5.009550000000000E+006	-9.724505996704957E+000	
5.017000000000000E+006	-9.645366979662310E+000	
5.024450000000000E+006	-9.570353639540988E+000	
5.031900000000000E+006	-9.494016649010309E+000	
5.039350000000000E+006	-9.424944350472343E+000	
5.046800000000000E+006	-9.351140893079492E+000	
5.054250000000000E+006	-9.283254666378440E+000	
5.061700000000000E+006	-9.213191978537457E+000	
5.069150000000000E+006	-9.141415034585705E+000	
5.076600000000000E+006	-9.073104280904722E+000	
5.084050000000000E+006	-9.007098145610048E+000	
5.091500000000000E+006	-8.940991564304515E+000	
5.098950000000000E+006	-8.874404610812578E+000	
5.106400000000000E+006	-8.816778920135789E+000	
5.113850000000000E+006	-8.748143917983537E+000	
5.121300000000000E+006	-8.685154319327603E+000	
5.128750000000000E+006	-8.627230841036445E+000	
5.136200000000000E+006	-8.568131835768455E+000	
5.143650000000000E+006	-8.512044438830847E+000	
5.151100000000000E+006	-8.451419213812093E+000	
5.158550000000000E+006	-8.392310944659611E+000	
5.166000000000000E+006	-8.337247790137621E+000	
5.173450000000000E+006	-8.281002540720232E+000	
5.180900000000000E+006	-8.225209024728118E+000	
5.188350000000000E+006	-8.174645129601046E+000	
5.195800000000000E+006	-8.118756497722352E+000	
5.203250000000000E+006	-8.066977001895021E+000	
5.210700000000000E+006	-8.016328450216935E+000	
5.218150000000000E+006	-7.963367656646500E+000	
5.225600000000000E+006	-7.915596283366458E+000	
5.233050000000000E+006	-7.868729657809181E+000	
5.240500000000000E+006	-7.817985819254504E+000	
5.247950000000000E+006	-7.769262021446608E+000	
5.255400000000000E+006	-7.722864088778115E+000	
5.262850000000000E+006	-7.674906703396146E+000	
5.270300000000000E+006	-7.630073465305870E+000	
5.277750000000000E+006	-7.582442140240669E+000	
5.285200000000000E+006	-7.538929474404964E+000	
5.292650000000000E+006	-7.495406428858754E+000	
5.300100000000000E+006	-7.454487618290186E+000	
5.307550000000000E+006	-7.403325356043886E+000	
5.315000000000000E+006	-7.359767239447963E+000	
5.322450000000000E+006	-7.320183541296595E+000	
5.329900000000000E+006	-7.287238745127108E+000	
5.337350000000000E+006	-7.237302366456588E+000	
5.344800000000000E+006	-7.206727632842081E+000	
5.352250000000000E+006	-7.164201747592365E+000	
5.359700000000000E+006	-7.128860022496787E+000	
5.367150000000000E+006	-7.088278884557240E+000	
5.374600000000000E+006	-7.048172062922240E+000	
5.382050000000000E+006	-7.012451280028127E+000	
5.389500000000000E+006	-6.980816318301141E+000	
5.396950000000000E+006	-6.938018302973256E+000	
5.404400000000000E+006	-6.905222866376944E+000	
5.411850000000000E+006	-6.873485388686250E+000	
5.419300000000000E+006	-6.839731117219908E+000	
5.426750000000000E+006	-6.804825637803769E+000	
5.434200000000000E+006	-6.772426496834413E+000	
5.441650000000000E+006	-6.737552389000810E+000	
5.449100000000000E+006	-6.708856317694119E+000	
5.456550000000000E+006	-6.680499307139383E+000	
5.464000000000000E+006	-6.646716909390246E+000	
5.471450000000000E+006	-6.620219536464120E+000	
5.478900000000000E+006	-6.587685179974953E+000	
5.486350000000000E+006	-6.557751547646390E+000	
5.493800000000000E+006	-6.531595153322693E+000	
5.501250000000000E+006	-6.501743221788201E+000	
5.508700000000000E+006	-6.476173410324748E+000	
5.516150000000000E+006	-6.448083355305444E+000	
5.523600000000000E+006	-6.422920246726553E+000	
5.531050000000000E+006	-6.395988632735187E+000	
5.538500000000000E+006	-6.368814051441391E+000	
5.545950000000000E+006	-6.345816795304923E+000	
5.553400000000000E+006	-6.321267478085833E+000	
5.560850000000000E+006	-6.294539317017217E+000	
5.568300000000000E+006	-6.274887749066111E+000	
5.575750000000000E+006	-6.250322736476382E+000	
5.583200000000000E+006	-6.224991051577400E+000	
5.590650000000000E+006	-6.206225590775628E+000	
5.598100000000000E+006	-6.189508057793405E+000	
5.605550000000000E+006	-6.165827563601045E+000	
5.613000000000000E+006	-6.141452093114093E+000	
5.620450000000000E+006	-6.115999963682947E+000	
5.627900000000000E+006	-6.101991351281437E+000	
5.635350000000000E+006	-6.081130402781033E+000	
5.642800000000000E+006	-6.058814330147490E+000	
5.650250000000000E+006	-6.041522157136248E+000	
5.657700000000000E+006	-6.024207979853258E+000	
5.665150000000000E+006	-6.005199688878675E+000	
5.672600000000000E+006	-5.986384609440362E+000	
5.680050000000000E+006	-5.968922478679760E+000	
5.687500000000000E+006	-5.955911868200277E+000	
5.694950000000000E+006	-5.940520240610720E+000	
5.702400000000000E+006	-5.916954260699603E+000	
5.709850000000000E+006	-5.902832403122234E+000	
5.717300000000000E+006	-5.888613601638098E+000	
5.724750000000000E+006	-5.878926303802071E+000	
5.732200000000000E+006	-5.859708800905141E+000	
5.739650000000000E+006	-5.845247406761039E+000	
5.747100000000000E+006	-5.831065674830854E+000	
5.754550000000000E+006	-5.818572077966207E+000	
5.762000000000000E+006	-5.805365513031341E+000	
5.769450000000000E+006	-5.791367055766229E+000	
5.776900000000000E+006	-5.778921012366816E+000	
5.784350000000000E+006	-5.766306239868670E+000	
5.791800000000000E+006	-5.754787019930754E+000	
5.799250000000000E+006	-5.740642521376033E+000	
5.806700000000000E+006	-5.728005920794628E+000	
5.814150000000000E+006	-5.715769481333069E+000	
5.821600000000000E+006	-5.703894440616952E+000	
5.829050000000000E+006	-5.694394151677355E+000	
5.836500000000000E+006	-5.685696636339809E+000	
5.843950000000000E+006	-5.675569518789478E+000	
5.851400000000000E+006	-5.666899358738861E+000	
5.858850000000000E+006	-5.654779652901992E+000	
5.866300000000000E+006	-5.644403319365786E+000	
5.873750000000000E+006	-5.639503964310421E+000	
5.881200000000000E+006	-5.630731710036028E+000	
5.888650000000000E+006	-5.622087046526320E+000	
5.896100000000000E+006	-5.613703456333749E+000	
5.903550000000000E+006	-5.606431674721604E+000	
5.911000000000000E+006	-5.596481422969415E+000	
5.918450000000000E+006	-5.588626945760977E+000	
5.925900000000000E+006	-5.580638911714811E+000	
5.933350000000000E+006	-5.577761624984090E+000	
5.940800000000000E+006	-5.568114370272463E+000	
5.948250000000000E+006	-5.564458354148972E+000	
5.955700000000000E+006	-5.558982625095176E+000	
5.963150000000000E+006	-5.551834966021226E+000	
5.970600000000000E+006	-5.550753395732349E+000	
5.978050000000000E+006	-5.544066336940239E+000	
5.985500000000000E+006	-5.542812775054705E+000	
5.992950000000000E+006	-5.533215768109088E+000	
6.000400000000000E+006	-5.534974933197532E+000	
6.007850000000000E+006	-5.525516203389278E+000	
6.015300000000000E+006	-5.522289591431450E+000	
6.022750000000000E+006	-5.519509661285571E+000	
6.030200000000000E+006	-5.513235755560014E+000	
6.037650000000000E+006	-5.512919422850986E+000	
6.045100000000000E+006	-5.512691086534637E+000	
6.052550000000000E+006	-5.511324049180314E+000	
6.060000000000000E+006	-5.509420141003538E+000	
6.067450000000000E+006	-5.507595001244213E+000	
6.074900000000000E+006	-5.508572689091504E+000	
6.082350000000000E+006	-5.501772212372083E+000	
6.089800000000000E+006	-5.500590332991654E+000	
6.097250000000000E+006	-5.504043670625031E+000	
6.104700000000000E+006	-5.503325922150942E+000	
6.112150000000000E+006	-5.501379266788321E+000	
6.119600000000000E+006	-5.503536297491487E+000	
6.127050000000000E+006	-5.503061941659347E+000	
6.134500000000000E+006	-5.505992358648033E+000	
6.141950000000000E+006	-5.510662547748881E+000	
6.149400000000000E+006	-5.506833341898484E+000	
6.156850000000000E+006	-5.505877819923081E+000	
6.164300000000000E+006	-5.513345541260961E+000	
6.171750000000000E+006	-5.514420870514011E+000	
6.179200000000000E+006	-5.517449084773060E+000	
6.186650000000000E+006	-5.519858883535568E+000	
6.194100000000000E+006	-5.521881732036535E+000	
6.201550000000000E+006	-5.530738834287464E+000	
6.209000000000000E+006	-5.530526480372745E+000	
6.216450000000000E+006	-5.533787044488669E+000	
6.223900000000000E+006	-5.539599850134779E+000	
6.231350000000000E+006	-5.543533079071128E+000	
6.238800000000000E+006	-5.547489279320102E+000	
6.246250000000000E+006	-5.553968107690413E+000	
6.253700000000000E+006	-5.558927988400835E+000	
6.261150000000000E+006	-5.562580212465353E+000	
6.268600000000000E+006	-5.569347560599193E+000	
6.276050000000000E+006	-5.579190398904042E+000	
6.283500000000000E+006	-5.580810710451009E+000	
6.290950000000000E+006	-5.586516681305977E+000	
6.298400000000000E+006	-5.597547281970623E+000	
6.305850000000000E+006	-5.604532392452407E+000	
6.313300000000000E+006	-5.610585050039991E+000	
6.320750000000000E+006	-5.617781590035905E+000	
6.328200000000000E+006	-5.626584999757743E+000	
6.335650000000000E+006	-5.635073796918625E+000	
6.343100000000000E+006	-5.640527068129863E+000	
6.350550000000000E+006	-5.649287914920651E+000	
6.358000000000000E+006	-5.661335002209444E+000	
6.365450000000000E+006	-5.672333229247602E+000	
6.372900000000000E+006	-5.676652459514221E+000	
6.380350000000000E+006	-5.687708971071958E+000	
6.387800000000000E+006	-5.698707320118198E+000	
6.395250000000000E+006	-5.706384844577388E+000	
6.402700000000000E+006	-5.717109808786063E+000	
6.410150000000000E+006	-5.726167372608289E+000	
6.417600000000000E+006	-5.740415678048332E+000	
6.425050000000000E+006	-5.751608250290383E+000	
6.432500000000000E+006	-5.758612743012084E+000	
6.439950000000000E+006	-5.775251957548560E+000	
6.447400000000000E+006	-5.783598269487912E+000	
6.454850000000000E+006	-5.793050978437906E+000	
6.462300000000000E+006	-5.806395246629387E+000	
6.469750000000000E+006	-5.820385821195985E+000	
6.477200000000000E+006	-5.830831818783360E+000	
6.484650000000000E+006	-5.845218853678363E+000	
6.492100000000000E+006	-5.862436104667360E+000	
6.499550000000000E+006	-5.876046492339533E+000	
6.507000000000000E+006	-5.885720180738034E+000	
6.514450000000000E+006	-5.900896493360434E+000	
6.521900000000000E+006	-5.914765338958455E+000	
6.529350000000000E+006	-5.927706660705391E+000	
6.536800000000000E+006	-5.947179521035615E+000	
6.544250000000000E+006	-5.960969812416153E+000	
6.551700000000000E+006	-5.978876014768702E+000	
6.559150000000000E+006	-5.989767645162760E+000	
6.566600000000000E+006	-6.006621929104991E+000	
6.574050000000000E+006	-6.016400422758537E+000	
6.581500000000000E+006	-6.038911923150656E+000	
6.588950000000000E+006	-6.054368825816032E+000	
6.596400000000000E+006	-6.067775585105383E+000	
6.603850000000000E+006	-6.091815922396660E+000	
6.611300000000000E+006	-6.106572649902357E+000	
6.618750000000000E+006	-6.124454607311740E+000	
6.626200000000000E+006	-6.138550150449388E+000	
6.633650000000000E+006	-6.160434594205175E+000	
6.641100000000000E+006	-6.178969946123753E+000	
6.648550000000000E+006	-6.189739114378742E+000	
6.656000000000000E+006	-6.212709570836107E+000	
6.663450000000000E+006	-6.229115840841090E+000	
6.670900000000000E+006	-6.250029937573323E+000	
6.678350000000000E+006	-6.272387445622757E+000	
6.685800000000000E+006	-6.287928644713649E+000	
6.693250000000000E+006	-6.313064554618048E+000	
6.700700000000000E+006	-6.333747422802817E+000	
6.708150000000000E+006	-6.345579215843750E+000	
6.715600000000000E+006	-6.372970387525485E+000	
6.723050000000000E+006	-6.390914623857264E+000	
6.730500000000000E+006	-6.409771002572418E+000	
6.737950000000000E+006	-6.433457287490631E+000	
6.745400000000000E+006	-6.455749897227139E+000	
6.752850000000000E+006	-6.477318482738149E+000	
6.760300000000000E+006	-6.500296269316754E+000	
6.767750000000000E+006	-6.523427286859747E+000	
6.775200000000000E+006	-6.546004377546270E+000	
6.782650000000000E+006	-6.567850454218165E+000	
6.790100000000000E+006	-6.590744918281493E+000	
6.797550000000000E+006	-6.615848909416144E+000	
6.805000000000000E+006	-6.637049230045725E+000	
6.812450000000000E+006	-6.661156085093867E+000	
6.819900000000000E+006	-6.685793091843515E+000	
6.827350000000000E+006	-6.709025410759612E+000	
6.834800000000000E+006	-6.735524312516907E+000	
6.842250000000000E+006	-6.755569194362042E+000	
6.849700000000000E+006	-6.785493670930299E+000	
6.857150000000000E+006	-6.812593956686588E+000	
6.864600000000000E+006	-6.834339921024361E+000	
6.872050000000000E+006	-6.859972820713302E+000	
6.879500000000000E+006	-6.887904282600794E+000	
6.886950000000000E+006	-6.913911724627253E+000	
6.894400000000000E+006	-6.939107132042987E+000	
6.901850000000000E+006	-6.964836304006539E+000	
6.909300000000000E+006	-6.991265287741303E+000	
6.916750000000000E+006	-7.022649878169789E+000	
6.924200000000000E+006	-7.047993801956985E+000	
6.931650000000000E+006	-7.077350161933945E+000	
6.939100000000000E+006	-7.106011058739934E+000	
6.946550000000000E+006	-7.131944615060098E+000	
6.954000000000000E+006	-7.162704225056046E+000	
6.961450000000000E+006	-7.189003213848794E+000	
6.968900000000000E+006	-7.217263245678272E+000	
6.976350000000000E+006	-7.245933004374284E+000	
6.983800000000000E+006	-7.273723326605337E+000	
6.991250000000000E+006	-7.309746112373781E+000	
6.998700000000000E+006	-7.338293210141701E+000	
7.006150000000000E+006	-7.367684480340906E+000	
7.013600000000000E+006	-7.396996567664250E+000	
7.021050000000000E+006	-7.428520183395245E+000	
7.028500000000000E+006	-7.455439098692066E+000	
7.035950000000000E+006	-7.492474921173258E+000	
7.043400000000000E+006	-7.524797501030926E+000	
7.050850000000000E+006	-7.555618827216515E+000	
7.058300000000000E+006	-7.586895683054974E+000	
7.065750000000000E+006	-7.617324949413416E+000	
7.073200000000000E+006	-7.650781055819107E+000	
7.080650000000000E+006	-7.684926902205076E+000	
7.088100000000000E+006	-7.717489771825822E+000	
7.095550000000000E+006	-7.750739065308030E+000	
7.103000000000000E+006	-7.790355409876012E+000	
7.110450000000000E+006	-7.822401362564505E+000	
7.117900000000000E+006	-7.856403976100789E+000	
7.125350000000000E+006	-7.891962594201689E+000	
7.132800000000000E+006	-7.924259759709055E+000	
7.140250000000000E+006	-7.957115289163979E+000	
7.147700000000000E+006	-7.997013870403335E+000	
7.155150000000000E+006	-8.033085858037993E+000	
7.162600000000000E+006	-8.067969209239617E+000	
7.170050000000000E+006	-8.104101944501487E+000	
7.177500000000000E+006	-8.137974271953340E+000	
7.184950000000000E+006	-8.175646005601525E+000	
7.192400000000000E+006	-8.214101872937308E+000	
7.199850000000000E+006	-8.251667787462489E+000	
7.207300000000000E+006	-8.293114324430096E+000	
7.214750000000000E+006	-8.329872773328715E+000	
7.222200000000000E+006	-8.366112183181025E+000	
7.229650000000000E+006	-8.402568578931341E+000	
7.237100000000000E+006	-8.444237807654927E+000	
7.244550000000000E+006	-8.487880683302540E+000	
7.252000000000000E+006	-8.522340401405320E+000	
7.259450000000000E+006	-8.565009008257590E+000	
7.266900000000000E+006	-8.601118732503874E+000	
7.274350000000000E+006	-8.643466975756956E+000	
7.281800000000000E+006	-8.682478324697980E+000	
7.289250000000000E+006	-8.725611678085773E+000	
7.296700000000000E+006	-8.765759926350162E+000	
7.304150000000000E+006	-8.807632656949028E+000	
7.311600000000000E+006	-8.850820139700986E+000	
7.319050000000000E+006	-8.892134342534581E+000	
7.326500000000000E+006	-8.938368154026941E+000	
7.333950000000000E+006	-8.977028341970584E+000	
7.341400000000000E+006	-9.020073337334578E+000	
7.348850000000000E+006	-9.066302519202871E+000	
7.356300000000000E+006	-9.112882888053946E+000	
7.363750000000000E+006	-9.155424045479242E+000	
7.371200000000000E+006	-9.198454423027274E+000	
7.378650000000000E+006	-9.240815922890604E+000	
7.386100000000000E+006	-9.289779285672967E+000	
7.393550000000000E+006	-9.334426151682793E+000	
7.401000000000000E+006	-9.381039523610864E+000	
7.408450000000000E+006	-9.430043001000055E+000	
7.415900000000000E+006	-9.474754399072586E+000	
7.423350000000000E+006	-9.523310074276775E+000	
7.430800000000000E+006	-9.571055850895521E+000	
7.438250000000000E+006	-9.619590717962550E+000	
7.445700000000000E+006	-9.666252058779147E+000	
7.453150000000000E+006	-9.716333829732946E+000	
7.460600000000000E+006	-9.766656759836943E+000	
7.468050000000000E+006	-9.814651820502986E+000	
7.475500000000000E+006	-9.865034269129648E+000	
7.482950000000000E+006	-9.912221054251235E+000	
7.490400000000000E+006	-9.962899845377683E+000	
7.497850000000000E+006	-1.001779127566480E+001	
7.505300000000000E+006	-1.006422303065700E+001	
7.512750000000000E+006	-1.011918019249427E+001	
7.520200000000000E+006	-1.016659339569614E+001	
7.527650000000000E+006	-1.021968056337101E+001	
7.535100000000000E+006	-1.027466029403793E+001	
7.542550000000000E+006	-1.032731002136496E+001	
7.550000000000000E+006	-1.038075410264848E+001	
7.557450000000000E+006	-1.043287467025342E+001	
7.564900000000000E+006	-1.049058772394754E+001	
7.572350000000000E+006	-1.054153479315643E+001	
7.579800000000000E+006	-1.059814741939912E+001	
7.587250000000000E+006	-1.065241098616613E+001	
7.594700000000000E+006	-1.070672083530859E+001	
7.602150000000000E+006	-1.075931531639480E+001	
7.609600000000000E+006	-1.082207922030415E+001	
7.617050000000000E+006	-1.087784583803216E+001	
7.624500000000000E+006	-1.093764112161477E+001	
7.631950000000000E+006	-1.099357594748319E+001	
7.639400000000000E+006	-1.105076455723217E+001	
7.646850000000000E+006	-1.110965306306268E+001	
7.654300000000000E+006	-1.117020799021482E+001	
7.661750000000000E+006	-1.122716905968595E+001	
7.669200000000000E+006	-1.128933024659268E+001	
7.676650000000000E+006	-1.135450348917885E+001	
7.684100000000000E+006	-1.141482146603196E+001	
7.691550000000000E+006	-1.147569950039188E+001	
7.699000000000000E+006	-1.153677715493491E+001	
7.706450000000000E+006	-1.159988980311797E+001	
7.713900000000000E+006	-1.166350516547814E+001	
7.721350000000000E+006	-1.172906080480837E+001	
7.728800000000000E+006	-1.179013704391081E+001	
7.736250000000000E+006	-1.185615944029792E+001	
7.743700000000000E+006	-1.192329758774313E+001	
7.751150000000000E+006	-1.198666472759895E+001	
7.758600000000000E+006	-1.205759721952710E+001	
7.766050000000000E+006	-1.212468980233879E+001	
7.773500000000000E+006	-1.219282893637349E+001	
7.780950000000000E+006	-1.225532827408668E+001	
7.788400000000000E+006	-1.232755144510668E+001	
7.795850000000000E+006	-1.239408145950124E+001	
7.803300000000000E+006	-1.246683571035816E+001	
7.810750000000000E+006	-1.253712826775091E+001	
7.818200000000000E+006	-1.260476231004207E+001	
7.825650000000000E+006	-1.268044002118966E+001	
7.833100000000000E+006	-1.275033171554537E+001	
7.840550000000000E+006	-1.282244206517723E+001	
7.848000000000000E+006	-1.290262227203174E+001	
7.855450000000000E+006	-1.297419594570168E+001	
7.862900000000000E+006	-1.305109922903502E+001	
7.870350000000000E+006	-1.312809343845111E+001	
7.877800000000000E+006	-1.320532499071027E+001	
7.885250000000000E+006	-1.327588830693960E+001	
7.892700000000000E+006	-1.335550668635968E+001	
7.900150000000000E+006	-1.343956122473273E+001	
7.907600000000000E+006	-1.351848100393093E+001	
7.915050000000000E+006	-1.359676739690348E+001	
7.922500000000000E+006	-1.367956522143048E+001	
7.929950000000000E+006	-1.375955042800021E+001	
7.937400000000000E+006	-1.384759383117096E+001	
7.944850000000000E+006	-1.392744731238441E+001	
7.952300000000000E+006	-1.400544237688337E+001	
7.959750000000000E+006	-1.409362228134916E+001	
7.967200000000000E+006	-1.417870153586975E+001	
7.974650000000000E+006	-1.425876223591862E+001	
7.982100000000000E+006	-1.434892317845006E+001	
7.989550000000000E+006	-1.443682606252360E+001	
7.997000000000000E+006	-1.452897330217137E+001	
8.004450000000000E+006	-1.461597111062471E+001	
8.011900000000000E+006	-1.470414474881920E+001	
8.019350000000000E+006	-1.479459542449900E+001	
8.026800000000000E+006	-1.488918534148700E+001	
8.034250000000000E+006	-1.497970790731587E+001	
8.041700000000000E+006	-1.507083308791788E+001	
8.049150000000000E+006	-1.516727009676213E+001	
8.056600000000000E+006	-1.526045192819453E+001	
8.064050000000000E+006	-1.535633408175351E+001	
8.071500000000000E+006	-1.545441202517322E+001	
8.078950000000000E+006	-1.554880688636136E+001	
8.086400000000000E+006	-1.564864538641315E+001	
8.093850000000000E+006	-1.575016721358134E+001	
8.101300000000000E+006	-1.584814169617583E+001	
8.108750000000000E+006	-1.595137712771011E+001	
8.116200000000000E+006	-1.605479046100913E+001	
8.123650000000000E+006	-1.615905664903563E+001	
8.131100000000000E+006	-1.626400501468522E+001	
8.138550000000000E+006	-1.636983418635374E+001	
8.146000000000000E+006	-1.647012953800171E+001	
8.153450000000000E+006	-1.658184047091486E+001	
8.160900000000000E+006	-1.668878085370625E+001	
8.168350000000000E+006	-1.680023174752086E+001	
8.175800000000000E+006	-1.691280459382011E+001	
8.183250000000000E+006	-1.702193621412098E+001	
8.190700000000000E+006	-1.714013866749944E+001	
8.198150000000000E+006	-1.724612070137380E+001	
8.205600000000000E+006	-1.736466554923667E+001	
8.213050000000000E+006	-1.748522279539063E+001	
8.220500000000000E+006	-1.760771245201940E+001	
8.227950000000000E+006	-1.772229196879029E+001	
8.235400000000000E+006	-1.784520047201793E+001	
8.242850000000000E+006	-1.796481799081050E+001	
8.250300000000000E+006	-1.809252083773944E+001	
8.257750000000000E+006	-1.822065736266477E+001	
8.265200000000000E+006	-1.833897809322860E+001	
8.272650000000000E+006	-1.847034052515554E+001	
8.280100000000000E+006	-1.860367162210229E+001	
8.287550000000000E+006	-1.873669865864755E+001	
8.295000000000000E+006	-1.887155821236627E+001	
8.302450000000000E+006	-1.900869334105649E+001	
8.309900000000000E+006	-1.914259155294940E+001	
8.317350000000000E+006	-1.928592318543360E+001	
8.324800000000000E+006	-1.941603457443527E+001	
8.332250000000000E+006	-1.956802848360050E+001	
8.339700000000000E+006	-1.971141327852479E+001	
8.347150000000000E+006	-1.985390202453662E+001	
8.354600000000000E+006	-2.000477857575215E+001	
8.362050000000000E+006	-2.015669069521530E+001	
8.369500000000000E+006	-2.031397324863956E+001	
8.376950000000000E+006	-2.046219555471987E+001	
8.384400000000000E+006	-2.062176774369416E+001	
8.391850000000000E+006	-2.077972341132907E+001	
8.399300000000000E+006	-2.094242950918681E+001	
8.406750000000000E+006	-2.110220155348701E+001	
8.414200000000000E+006	-2.127282737832767E+001	
8.421650000000000E+006	-2.143531183768478E+001	
8.429100000000000E+006	-2.161286472581819E+001	
8.436550000000000E+006	-2.179248342370953E+001	
8.444000000000000E+006	-2.196390764191123E+001	
8.451450000000000E+006	-2.214170496196110E+001	
8.458900000000000E+006	-2.232476378221855E+001	
8.466350000000000E+006	-2.250314004201652E+001	
8.473800000000000E+006	-2.269182168786051E+001	
8.481250000000000E+006	-2.288301138639274E+001	
8.488700000000000E+006	-2.308153394802489E+001	
8.496150000000000E+006	-2.327144853371259E+001	
8.503600000000000E+006	-2.346801087406100E+001	
8.511050000000000E+006	-2.367286517891617E+001	
8.518500000000000E+006	-2.386841861791365E+001	
8.525950000000000E+006	-2.407495867567531E+001	
8.533400000000000E+006	-2.428626336576231E+001	
8.540850000000000E+006	-2.448212396484179E+001	
8.548300000000000E+006	-2.470949177465523E+001	
8.555750000000000E+006	-2.492495950874914E+001	
8.563200000000000E+006	-2.513886549454790E+001	
8.570650000000000E+006	-2.535866423594753E+001	
8.578100000000000E+006	-2.558449115318990E+001	
8.585550000000000E+006	-2.580708584389368E+001	
8.593000000000000E+006	-2.601879548253339E+001	
8.600450000000000E+006	-2.624278475882519E+001	
8.607900000000000E+006	-2.647490971659176E+001	
8.615350000000000E+006	-2.669340700241752E+001	
8.622800000000000E+006	-2.693058165050367E+001	
8.630250000000000E+006	-2.715716081395519E+001	
8.637700000000000E+006	-2.739293081998419E+001	
8.645150000000000E+006	-2.762594172445632E+001	
8.652600000000000E+006	-2.784883468096826E+001	
8.660050000000000E+006	-2.806113141257334E+001	
8.667500000000000E+006	-2.827165391264026E+001	
8.674950000000000E+006	-2.847971760622493E+001	
8.682400000000000E+006	-2.867782362419057E+001	
8.689850000000000E+006	-2.886322562645506E+001	
8.697300000000000E+006	-2.904080740044054E+001	
8.704750000000000E+006	-2.922479460928946E+001	
8.712200000000000E+006	-2.936607701117410E+001	
8.719650000000000E+006	-2.951090640630514E+001	
8.727100000000000E+006	-2.962847876898734E+001	
8.734550000000000E+006	-2.974256632398905E+001	
8.742000000000000E+006	-2.983046871174605E+001	
8.749450000000000E+006	-2.990354067478099E+001	
8.756900000000000E+006	-2.995055493548160E+001	
8.764350000000000E+006	-2.999229863805358E+001	
8.771800000000000E+006	-2.999752969661273E+001	
8.779250000000000E+006	-2.997366002025818E+001	
8.786700000000000E+006	-2.994630575927589E+001	
8.794150000000000E+006	-2.989107206359621E+001	
